ID,User,Reaction Type,Reaction Date,INP_SYSDATE
8659,721,Comment,1588163137,2020-04-29 16:25:37
8660,715,Emoticon,1588165028,2020-04-29 16:57:08
8661,68,Comment,1588161760,2020-04-29 16:02:40
8662,673,Emoticon,1588168962,2020-04-29 18:02:42
8663,639,Comment,1588163978,2020-04-29 16:39:38
8664,666,Comment,1588166221,2020-04-29 17:17:01
8665,690,Like,1588163360,2020-04-29 16:29:20
8666,735,Comment,1588165373,2020-04-29 17:02:53
8667,696,Like,1588165045,2020-04-29 16:57:25
8668,66,Comment,1588166058,2020-04-29 17:14:18
8669,640,Like,1588168001,2020-04-29 17:46:41
8670,664,Like,1588163152,2020-04-29 16:25:52
8671,651,Comment,1588164950,2020-04-29 16:55:50
8672,726,Emoticon,1588168367,2020-04-29 17:52:47
8673,720,Emoticon,1588167244,2020-04-29 17:34:04
8674,690,Emoticon,1588166452,2020-04-29 17:20:52
8675,690,Comment,1588166184,2020-04-29 17:16:24
8676,650,Comment,1588165330,2020-04-29 17:02:10
8677,694,Comment,1588167871,2020-04-29 17:44:31
8678,708,Like,1588166470,2020-04-29 17:21:10
8679,698,Like,1588168950,2020-04-29 18:02:30
8680,659,Emoticon,1588163408,2020-04-29 16:30:08
8681,646,Comment,1588167040,2020-04-29 17:30:40
8682,702,Comment,1588167008,2020-04-29 17:30:08
8683,516,Like,1588163597,2020-04-29 16:33:17
8684,703,Like,1588169470,2020-04-29 18:11:10
8685,66,Emoticon,1588165440,2020-04-29 17:04:00
8686,717,Emoticon,1588164947,2020-04-29 16:55:47
8687,732,Like,1588165308,2020-04-29 17:01:48
8688,657,Like,1588165534,2020-04-29 17:05:34
8689,723,Emoticon,1588167753,2020-04-29 17:42:33
8690,634,Emoticon,1588167395,2020-04-29 17:36:35
8691,644,Comment,1588167884,2020-04-29 17:44:44
8692,75,Like,1588163482,2020-04-29 16:31:22
8693,651,Like,1588162106,2020-04-29 16:08:26
8694,640,Like,1588168429,2020-04-29 17:53:49
8695,641,Like,1588166560,2020-04-29 17:22:40
8696,679,Comment,1588167824,2020-04-29 17:43:44
8697,723,Comment,1588162402,2020-04-29 16:13:22
8698,649,Like,1588160550,2020-04-29 15:42:30
8699,704,Comment,1588164205,2020-04-29 16:43:25
8700,656,Like,1588163608,2020-04-29 16:33:28
8701,719,Emoticon,1588161995,2020-04-29 16:06:35
8702,731,Like,1588158868,2020-04-29 15:14:28
8703,661,Like,1588161094,2020-04-29 15:51:34
8704,725,Comment,1588164778,2020-04-29 16:52:58
8705,661,Like,1588161404,2020-04-29 15:56:44
8706,708,Emoticon,1588165588,2020-04-29 17:06:28
8707,686,Like,1588163137,2020-04-29 16:25:37
8708,655,Emoticon,1588166796,2020-04-29 17:26:36
8709,644,Comment,1588169044,2020-04-29 18:04:04
8710,650,Emoticon,1588165858,2020-04-29 17:10:58
8711,709,Emoticon,1588163164,2020-04-29 16:26:04
8712,677,Comment,1588168919,2020-04-29 18:01:59
8713,735,Like,1588167392,2020-04-29 17:36:32
8714,642,Comment,1588166369,2020-04-29 17:19:29
8715,694,Like,1588169075,2020-04-29 18:04:35
8716,709,Like,1588167002,2020-04-29 17:30:02
8717,698,Emoticon,1588162649,2020-04-29 16:17:29
8718,697,Comment,1588163605,2020-04-29 16:33:25
8719,655,Like,1588164702,2020-04-29 16:51:42
8720,713,Comment,1588165077,2020-04-29 16:57:57
8721,732,Emoticon,1588163634,2020-04-29 16:33:54
8722,66,Like,1588166789,2020-04-29 17:26:29
8723,725,Comment,1588163819,2020-04-29 16:36:59
8724,657,Comment,1588165225,2020-04-29 17:00:25
8725,702,Emoticon,1588162113,2020-04-29 16:08:33
8726,516,Emoticon,1588166420,2020-04-29 17:20:20
8727,683,Emoticon,1588165792,2020-04-29 17:09:52
8728,686,Emoticon,1588167238,2020-04-29 17:33:58
8729,764,Emoticon,1588170522,2020-04-29 18:28:42
8730,634,Like,1588168032,2020-04-29 17:47:12
8731,640,Like,1588166056,2020-04-29 17:14:16
8732,764,Emoticon,1588163628,2020-04-29 16:33:48
8733,709,Emoticon,1588164482,2020-04-29 16:48:02
8734,732,Like,1588167493,2020-04-29 17:38:13
8735,705,Comment,1588164630,2020-04-29 16:50:30
8736,687,Emoticon,1588165625,2020-04-29 17:07:05
8737,706,Comment,1588166008,2020-04-29 17:13:28
8738,690,Emoticon,1588165328,2020-04-29 17:02:08
8739,640,Comment,1588166767,2020-04-29 17:26:07
8740,680,Emoticon,1588165736,2020-04-29 17:08:56
8741,634,Emoticon,1588164070,2020-04-29 16:41:10
8742,736,Emoticon,1588165617,2020-04-29 17:06:57
8743,736,Like,1588167239,2020-04-29 17:33:59
8744,666,Emoticon,1588166104,2020-04-29 17:15:04
8745,668,Comment,1588167470,2020-04-29 17:37:50
8746,691,Emoticon,1588165669,2020-04-29 17:07:49
8747,660,Like,1588165641,2020-04-29 17:07:21
8748,660,Comment,1588165135,2020-04-29 16:58:55
8749,656,Emoticon,1588161097,2020-04-29 15:51:37
8750,68,Comment,1588164547,2020-04-29 16:49:07
8751,686,Emoticon,1588168172,2020-04-29 17:49:32
8752,719,Like,1588163054,2020-04-29 16:24:14
8753,652,Comment,1588167788,2020-04-29 17:43:08
8754,678,Emoticon,1588162522,2020-04-29 16:15:22
8755,640,Comment,1588162986,2020-04-29 16:23:06
8756,764,Comment,1588164498,2020-04-29 16:48:18
8757,118,Emoticon,1588165092,2020-04-29 16:58:12
8758,674,Comment,1588163172,2020-04-29 16:26:12
8759,660,Comment,1588163741,2020-04-29 16:35:41
8760,714,Like,1588164729,2020-04-29 16:52:09
8761,714,Emoticon,1588162161,2020-04-29 16:09:21
8762,695,Like,1588164073,2020-04-29 16:41:13
8763,72,Emoticon,1588164339,2020-04-29 16:45:39
8764,690,Emoticon,1588163086,2020-04-29 16:24:46
8765,679,Comment,1588161550,2020-04-29 15:59:10
8766,692,Like,1588164690,2020-04-29 16:51:30
8767,686,Like,1588164766,2020-04-29 16:52:46
8768,657,Like,1588165692,2020-04-29 17:08:12
8769,639,Comment,1588164891,2020-04-29 16:54:51
8770,684,Like,1588166021,2020-04-29 17:13:41
8771,722,Like,1588164480,2020-04-29 16:48:00
8772,659,Comment,1588168448,2020-04-29 17:54:08
8773,654,Comment,1588165935,2020-04-29 17:12:15
8774,638,Comment,1588165263,2020-04-29 17:01:03
8775,689,Emoticon,1588164836,2020-04-29 16:53:56
8776,764,Like,1588160174,2020-04-29 15:36:14
8777,764,Emoticon,1588161050,2020-04-29 15:50:50
8778,66,Comment,1588163434,2020-04-29 16:30:34
8779,683,Emoticon,1588164378,2020-04-29 16:46:18
8780,678,Comment,1588165061,2020-04-29 16:57:41
8781,640,Emoticon,1588163845,2020-04-29 16:37:25
8782,118,Comment,1588166427,2020-04-29 17:20:27
8783,696,Like,1588164010,2020-04-29 16:40:10
8784,688,Comment,1588166886,2020-04-29 17:28:06
8785,666,Like,1588166997,2020-04-29 17:29:57
8786,679,Like,1588165039,2020-04-29 16:57:19
8787,646,Emoticon,1588166346,2020-04-29 17:19:06
8788,715,Comment,1588162783,2020-04-29 16:19:43
8789,661,Comment,1588164810,2020-04-29 16:53:30
8790,656,Like,1588169212,2020-04-29 18:06:52
8791,734,Comment,1588163109,2020-04-29 16:25:09
8792,70,Like,1588166091,2020-04-29 17:14:51
8793,708,Emoticon,1588163473,2020-04-29 16:31:13
8794,694,Like,1588164224,2020-04-29 16:43:44
8795,465,Like,1588163786,2020-04-29 16:36:26
8796,709,Like,1588166107,2020-04-29 17:15:07
8797,673,Like,1588166475,2020-04-29 17:21:15
8798,675,Comment,1588163743,2020-04-29 16:35:43
8799,730,Emoticon,1588165660,2020-04-29 17:07:40
8800,715,Emoticon,1588168161,2020-04-29 17:49:21
8801,634,Like,1588163630,2020-04-29 16:33:50
8802,701,Comment,1588165061,2020-04-29 16:57:41
8803,638,Emoticon,1588162581,2020-04-29 16:16:21
8804,718,Like,1588163028,2020-04-29 16:23:48
8805,699,Like,1588165146,2020-04-29 16:59:06
8806,642,Comment,1588162366,2020-04-29 16:12:46
8807,729,Like,1588168216,2020-04-29 17:50:16
8808,764,Emoticon,1588165989,2020-04-29 17:13:09
8809,415,Comment,1588166062,2020-04-29 17:14:22
8810,697,Like,1588163064,2020-04-29 16:24:24
8811,687,Emoticon,1588165852,2020-04-29 17:10:52
8812,653,Like,1588165863,2020-04-29 17:11:03
8813,725,Comment,1588166775,2020-04-29 17:26:15
8814,690,Emoticon,1588161538,2020-04-29 15:58:58
8815,709,Comment,1588165448,2020-04-29 17:04:08
8816,717,Comment,1588166513,2020-04-29 17:21:53
8817,638,Like,1588162877,2020-04-29 16:21:17
8818,680,Emoticon,1588166326,2020-04-29 17:18:46
8819,659,Comment,1588167572,2020-04-29 17:39:32
8820,75,Emoticon,1588164847,2020-04-29 16:54:07
8821,719,Comment,1588163546,2020-04-29 16:32:26
8822,73,Comment,1588168205,2020-04-29 17:50:05
8823,660,Like,1588163318,2020-04-29 16:28:38
8824,676,Emoticon,1588162003,2020-04-29 16:06:43
8825,675,Like,1588164208,2020-04-29 16:43:28
8826,666,Comment,1588165119,2020-04-29 16:58:39
8827,693,Like,1588163182,2020-04-29 16:26:22
8828,650,Like,1588162620,2020-04-29 16:17:00
8829,75,Comment,1588167049,2020-04-29 17:30:49
8830,730,Comment,1588163878,2020-04-29 16:37:58
8831,70,Emoticon,1588161010,2020-04-29 15:50:10
8832,699,Comment,1588163861,2020-04-29 16:37:41
8833,655,Comment,1588165989,2020-04-29 17:13:09
8834,723,Emoticon,1588161321,2020-04-29 15:55:21
8835,645,Like,1588165034,2020-04-29 16:57:14
8836,727,Like,1588165083,2020-04-29 16:58:03
8837,642,Emoticon,1588163716,2020-04-29 16:35:16
8838,17,Like,1588163205,2020-04-29 16:26:45
8839,705,Like,1588164765,2020-04-29 16:52:45
8840,688,Emoticon,1588163705,2020-04-29 16:35:05
8841,715,Like,1588165520,2020-04-29 17:05:20
8842,656,Comment,1588168235,2020-04-29 17:50:35
8843,649,Emoticon,1588169965,2020-04-29 18:19:25
8844,71,Comment,1588167004,2020-04-29 17:30:04
8845,72,Comment,1588163625,2020-04-29 16:33:45
8846,17,Emoticon,1588165587,2020-04-29 17:06:27
8847,649,Comment,1588163974,2020-04-29 16:39:34
8848,720,Emoticon,1588164155,2020-04-29 16:42:35
8849,671,Emoticon,1588165739,2020-04-29 17:08:59
8850,674,Comment,1588163855,2020-04-29 16:37:35
8851,73,Emoticon,1588165035,2020-04-29 16:57:15
8852,717,Comment,1588163356,2020-04-29 16:29:16
8853,69,Like,1588166754,2020-04-29 17:25:54
8854,71,Like,1588165236,2020-04-29 17:00:36
8855,719,Like,1588164671,2020-04-29 16:51:11
8856,683,Comment,1588166561,2020-04-29 17:22:41
8857,642,Emoticon,1588164885,2020-04-29 16:54:45
8858,664,Emoticon,1588164632,2020-04-29 16:50:32
8859,670,Like,1588168090,2020-04-29 17:48:10
8860,720,Comment,1588167251,2020-04-29 17:34:11
8861,671,Comment,1588163525,2020-04-29 16:32:05
8862,704,Like,1588164875,2020-04-29 16:54:35
8863,635,Emoticon,1588165212,2020-04-29 17:00:12
8864,705,Emoticon,1588164936,2020-04-29 16:55:36
8865,697,Emoticon,1588168188,2020-04-29 17:49:48
8866,655,Emoticon,1588166633,2020-04-29 17:23:53
8867,724,Like,1588163008,2020-04-29 16:23:28
8868,733,Like,1588165246,2020-04-29 17:00:46
8869,17,Comment,1588167326,2020-04-29 17:35:26
8870,686,Like,1588164195,2020-04-29 16:43:15
8871,725,Like,1588164281,2020-04-29 16:44:41
8872,643,Comment,1588165257,2020-04-29 17:00:57
8873,638,Comment,1588164593,2020-04-29 16:49:53
8874,710,Comment,1588165644,2020-04-29 17:07:24
8875,730,Emoticon,1588164429,2020-04-29 16:47:09
8876,661,Emoticon,1588164773,2020-04-29 16:52:53
8877,465,Like,1588167191,2020-04-29 17:33:11
8878,682,Emoticon,1588162984,2020-04-29 16:23:04
8879,670,Comment,1588165231,2020-04-29 17:00:31
8880,68,Like,1588165012,2020-04-29 16:56:52
8881,653,Comment,1588161691,2020-04-29 16:01:31
8882,702,Emoticon,1588163325,2020-04-29 16:28:45
8883,664,Like,1588164738,2020-04-29 16:52:18
8884,808,Comment,1588164187,2020-04-29 16:43:07
8885,728,Comment,1588168462,2020-04-29 17:54:22
8886,713,Emoticon,1588162837,2020-04-29 16:20:37
8887,702,Emoticon,1588169223,2020-04-29 18:07:03
8888,703,Like,1588166447,2020-04-29 17:20:47
8889,724,Comment,1588166925,2020-04-29 17:28:45
8890,670,Emoticon,1588164271,2020-04-29 16:44:31
8891,731,Emoticon,1588166477,2020-04-29 17:21:17
8892,67,Comment,1588167934,2020-04-29 17:45:34
8893,668,Comment,1588169073,2020-04-29 18:04:33
8894,683,Like,1588167212,2020-04-29 17:33:32
8895,664,Like,1588162905,2020-04-29 16:21:45
8896,646,Like,1588165448,2020-04-29 17:04:08
8897,666,Emoticon,1588162886,2020-04-29 16:21:26
8898,72,Comment,1588164200,2020-04-29 16:43:20
8899,699,Like,1588161649,2020-04-29 16:00:49
8900,720,Emoticon,1588167322,2020-04-29 17:35:22
8901,711,Like,1588163801,2020-04-29 16:36:41
8902,675,Emoticon,1588164620,2020-04-29 16:50:20
8903,649,Comment,1588164081,2020-04-29 16:41:21
8904,679,Like,1588165970,2020-04-29 17:12:50
8905,670,Comment,1588164157,2020-04-29 16:42:37
8906,681,Emoticon,1588162686,2020-04-29 16:18:06
8907,687,Emoticon,1588165158,2020-04-29 16:59:18
8908,647,Emoticon,1588163406,2020-04-29 16:30:06
8909,66,Like,1588167224,2020-04-29 17:33:44
8910,673,Emoticon,1588165200,2020-04-29 17:00:00
8911,657,Comment,1588168938,2020-04-29 18:02:18
8912,287,Comment,1588165242,2020-04-29 17:00:42
8913,680,Emoticon,1588167255,2020-04-29 17:34:15
8914,663,Like,1588164053,2020-04-29 16:40:53
8915,729,Emoticon,1588167227,2020-04-29 17:33:47
8916,666,Like,1588166009,2020-04-29 17:13:29
8917,665,Emoticon,1588164434,2020-04-29 16:47:14
8918,662,Emoticon,1588166323,2020-04-29 17:18:43
8919,650,Emoticon,1588166205,2020-04-29 17:16:45
8920,701,Emoticon,1588163420,2020-04-29 16:30:20
8921,715,Emoticon,1588164058,2020-04-29 16:40:58
8922,665,Comment,1588168054,2020-04-29 17:47:34
8923,713,Like,1588166999,2020-04-29 17:29:59
8924,696,Like,1588166010,2020-04-29 17:13:30
8925,675,Emoticon,1588165068,2020-04-29 16:57:48
8926,686,Comment,1588163956,2020-04-29 16:39:16
8927,686,Comment,1588167357,2020-04-29 17:35:57
8928,70,Like,1588166155,2020-04-29 17:15:55
8929,676,Like,1588165570,2020-04-29 17:06:10
8930,683,Like,1588166236,2020-04-29 17:17:16
8931,663,Like,1588164978,2020-04-29 16:56:18
8932,716,Emoticon,1588164943,2020-04-29 16:55:43
8933,699,Like,1588162856,2020-04-29 16:20:56
8934,696,Emoticon,1588162083,2020-04-29 16:08:03
8935,686,Like,1588166215,2020-04-29 17:16:55
8936,653,Emoticon,1588169568,2020-04-29 18:12:48
8937,69,Like,1588161357,2020-04-29 15:55:57
8938,710,Like,1588165974,2020-04-29 17:12:54
8939,650,Emoticon,1588163599,2020-04-29 16:33:19
8940,704,Like,1588163781,2020-04-29 16:36:21
8941,118,Comment,1588165424,2020-04-29 17:03:44
8942,701,Emoticon,1588163896,2020-04-29 16:38:16
8943,661,Like,1588166745,2020-04-29 17:25:45
8944,667,Emoticon,1588167120,2020-04-29 17:32:00
8945,730,Comment,1588165701,2020-04-29 17:08:21
8946,642,Like,1588163408,2020-04-29 16:30:08
8947,646,Emoticon,1588163969,2020-04-29 16:39:29
8948,730,Like,1588162065,2020-04-29 16:07:45
8949,712,Emoticon,1588164750,2020-04-29 16:52:30
8950,700,Comment,1588161985,2020-04-29 16:06:25
8951,713,Like,1588165976,2020-04-29 17:12:56
8952,669,Comment,1588165188,2020-04-29 16:59:48
8953,66,Comment,1588167457,2020-04-29 17:37:37
8954,679,Comment,1588164452,2020-04-29 16:47:32
8955,118,Emoticon,1588166026,2020-04-29 17:13:46
8956,66,Comment,1588165994,2020-04-29 17:13:14
8957,655,Comment,1588162455,2020-04-29 16:14:15
8958,678,Like,1588165055,2020-04-29 16:57:35
8959,73,Comment,1588167631,2020-04-29 17:40:31
8960,648,Emoticon,1588163069,2020-04-29 16:24:29
8961,698,Emoticon,1588165495,2020-04-29 17:04:55
8962,637,Like,1588164837,2020-04-29 16:53:57
8963,833,Like,1588163036,2020-04-29 16:23:56
8964,728,Emoticon,1588167669,2020-04-29 17:41:09
8965,658,Emoticon,1588164956,2020-04-29 16:55:56
8966,118,Like,1588164255,2020-04-29 16:44:15
8967,72,Like,1588168482,2020-04-29 17:54:42
8968,704,Emoticon,1588166037,2020-04-29 17:13:57
8969,687,Comment,1588166418,2020-04-29 17:20:18
8970,697,Like,1588167230,2020-04-29 17:33:50
8971,732,Like,1588164425,2020-04-29 16:47:05
8972,663,Like,1588164307,2020-04-29 16:45:07
8973,657,Emoticon,1588162645,2020-04-29 16:17:25
8974,71,Comment,1588165087,2020-04-29 16:58:07
8975,645,Emoticon,1588164299,2020-04-29 16:44:59
8976,652,Like,1588164558,2020-04-29 16:49:18
8977,698,Emoticon,1588168307,2020-04-29 17:51:47
8978,666,Emoticon,1588165550,2020-04-29 17:05:50
8979,808,Comment,1588163745,2020-04-29 16:35:45
8980,707,Like,1588165433,2020-04-29 17:03:53
8981,639,Emoticon,1588161528,2020-04-29 15:58:48
8982,662,Emoticon,1588162742,2020-04-29 16:19:02
8983,693,Emoticon,1588163528,2020-04-29 16:32:08
8984,725,Emoticon,1588165959,2020-04-29 17:12:39
8985,669,Emoticon,1588166942,2020-04-29 17:29:02
8986,69,Like,1588169121,2020-04-29 18:05:21
8987,676,Comment,1588163972,2020-04-29 16:39:32
8988,682,Like,1588166682,2020-04-29 17:24:42
8989,732,Emoticon,1588162306,2020-04-29 16:11:46
8990,670,Like,1588166559,2020-04-29 17:22:39
8991,638,Like,1588163996,2020-04-29 16:39:56
8992,653,Emoticon,1588167971,2020-04-29 17:46:11
8993,718,Like,1588166001,2020-04-29 17:13:21
8994,70,Like,1588165719,2020-04-29 17:08:39
8995,705,Emoticon,1588160923,2020-04-29 15:48:43
8996,665,Comment,1588165677,2020-04-29 17:07:57
8997,695,Comment,1588164490,2020-04-29 16:48:10
8998,673,Emoticon,1588167119,2020-04-29 17:31:59
8999,717,Like,1588166392,2020-04-29 17:19:52
9000,718,Comment,1588159568,2020-04-29 15:26:08
9001,642,Emoticon,1588165108,2020-04-29 16:58:28
9002,68,Like,1588169178,2020-04-29 18:06:18
9003,697,Like,1588164804,2020-04-29 16:53:24
9004,72,Emoticon,1588162745,2020-04-29 16:19:05
9005,72,Emoticon,1588163913,2020-04-29 16:38:33
9006,642,Like,1588163838,2020-04-29 16:37:18
9007,73,Emoticon,1588167276,2020-04-29 17:34:36
9008,656,Emoticon,1588168535,2020-04-29 17:55:35
9009,642,Like,1588162443,2020-04-29 16:14:03
9010,70,Like,1588164471,2020-04-29 16:47:51
9011,675,Emoticon,1588166922,2020-04-29 17:28:42
9012,668,Comment,1588164283,2020-04-29 16:44:43
9013,645,Emoticon,1588166499,2020-04-29 17:21:39
9014,733,Like,1588168751,2020-04-29 17:59:11
9015,689,Emoticon,1588164499,2020-04-29 16:48:19
9016,684,Emoticon,1588169207,2020-04-29 18:06:47
9017,725,Comment,1588166486,2020-04-29 17:21:26
9018,17,Comment,1588165702,2020-04-29 17:08:22
9019,714,Comment,1588164221,2020-04-29 16:43:41
9020,694,Emoticon,1588168523,2020-04-29 17:55:23
9021,73,Emoticon,1588162565,2020-04-29 16:16:05
9022,638,Like,1588167492,2020-04-29 17:38:12
9023,694,Like,1588167382,2020-04-29 17:36:22
9024,650,Comment,1588161904,2020-04-29 16:05:04
9025,639,Like,1588163809,2020-04-29 16:36:49
9026,728,Comment,1588163412,2020-04-29 16:30:12
9027,729,Comment,1588163972,2020-04-29 16:39:32
9028,694,Like,1588162858,2020-04-29 16:20:58
9029,70,Emoticon,1588161215,2020-04-29 15:53:35
9030,728,Emoticon,1588163003,2020-04-29 16:23:23
9031,643,Like,1588164612,2020-04-29 16:50:12
9032,704,Like,1588165319,2020-04-29 17:01:59
9033,672,Like,1588164715,2020-04-29 16:51:55
9034,415,Emoticon,1588166808,2020-04-29 17:26:48
9035,657,Emoticon,1588163941,2020-04-29 16:39:01
9036,808,Comment,1588167466,2020-04-29 17:37:46
9037,516,Like,1588165316,2020-04-29 17:01:56
9038,686,Like,1588169156,2020-04-29 18:05:56
9039,700,Comment,1588165568,2020-04-29 17:06:08
9040,736,Comment,1588165955,2020-04-29 17:12:35
9041,721,Emoticon,1588163791,2020-04-29 16:36:31
9042,647,Comment,1588167125,2020-04-29 17:32:05
9043,653,Comment,1588164699,2020-04-29 16:51:39
9044,719,Comment,1588164898,2020-04-29 16:54:58
9045,645,Like,1588162250,2020-04-29 16:10:50
9046,764,Like,1588165704,2020-04-29 17:08:24
9047,664,Like,1588164310,2020-04-29 16:45:10
9048,682,Like,1588168388,2020-04-29 17:53:08
9049,708,Comment,1588161375,2020-04-29 15:56:15
9050,707,Emoticon,1588165047,2020-04-29 16:57:27
9051,707,Comment,1588163039,2020-04-29 16:23:59
9052,729,Comment,1588166164,2020-04-29 17:16:04
9053,680,Comment,1588163422,2020-04-29 16:30:22
9054,657,Emoticon,1588167866,2020-04-29 17:44:26
9055,66,Comment,1588165549,2020-04-29 17:05:49
9056,808,Like,1588165225,2020-04-29 17:00:25
9057,516,Comment,1588164967,2020-04-29 16:56:07
9058,700,Emoticon,1588171196,2020-04-29 18:39:56
9059,728,Emoticon,1588165171,2020-04-29 16:59:31
9060,644,Like,1588165291,2020-04-29 17:01:31
9061,728,Like,1588165344,2020-04-29 17:02:24
9062,713,Like,1588164041,2020-04-29 16:40:41
9063,638,Comment,1588163986,2020-04-29 16:39:46
9064,73,Like,1588166833,2020-04-29 17:27:13
9065,670,Comment,1588165897,2020-04-29 17:11:37
9066,645,Emoticon,1588163489,2020-04-29 16:31:29
9067,639,Comment,1588165802,2020-04-29 17:10:02
9068,69,Like,1588163970,2020-04-29 16:39:30
9069,703,Emoticon,1588166624,2020-04-29 17:23:44
9070,681,Like,1588164443,2020-04-29 16:47:23
9071,639,Comment,1588166960,2020-04-29 17:29:20
9072,653,Comment,1588163664,2020-04-29 16:34:24
9073,710,Like,1588167368,2020-04-29 17:36:08
9074,74,Emoticon,1588164502,2020-04-29 16:48:22
9075,17,Emoticon,1588164446,2020-04-29 16:47:26
9076,701,Emoticon,1588166609,2020-04-29 17:23:29
9077,705,Emoticon,1588163242,2020-04-29 16:27:22
9078,661,Like,1588162957,2020-04-29 16:22:37
9079,643,Like,1588166187,2020-04-29 17:16:27
9080,465,Emoticon,1588164924,2020-04-29 16:55:24
9081,688,Emoticon,1588168968,2020-04-29 18:02:48
9082,711,Emoticon,1588166939,2020-04-29 17:28:59
9083,702,Emoticon,1588163758,2020-04-29 16:35:58
9084,70,Like,1588169000,2020-04-29 18:03:20
9085,663,Emoticon,1588162982,2020-04-29 16:23:02
9086,728,Like,1588161998,2020-04-29 16:06:38
9087,657,Comment,1588165122,2020-04-29 16:58:42
9088,732,Comment,1588169567,2020-04-29 18:12:47
9089,651,Like,1588164696,2020-04-29 16:51:36
9090,689,Comment,1588161908,2020-04-29 16:05:08
9091,67,Emoticon,1588163741,2020-04-29 16:35:41
9092,705,Comment,1588162983,2020-04-29 16:23:03
9093,729,Comment,1588166044,2020-04-29 17:14:04
9094,697,Comment,1588162534,2020-04-29 16:15:34
9095,678,Emoticon,1588166837,2020-04-29 17:27:17
9096,716,Comment,1588166576,2020-04-29 17:22:56
9097,671,Comment,1588165313,2020-04-29 17:01:53
9098,712,Like,1588166789,2020-04-29 17:26:29
9099,674,Like,1588165687,2020-04-29 17:08:07
9100,729,Like,1588165934,2020-04-29 17:12:14
9101,721,Emoticon,1588160902,2020-04-29 15:48:22
9102,688,Comment,1588166825,2020-04-29 17:27:05
9103,677,Like,1588168211,2020-04-29 17:50:11
9104,680,Comment,1588166774,2020-04-29 17:26:14
9105,668,Emoticon,1588164764,2020-04-29 16:52:44
9106,833,Emoticon,1588168096,2020-04-29 17:48:16
9107,720,Emoticon,1588163099,2020-04-29 16:24:59
9108,714,Comment,1588165611,2020-04-29 17:06:51
9109,718,Like,1588166400,2020-04-29 17:20:00
9110,701,Emoticon,1588161475,2020-04-29 15:57:55
9111,685,Comment,1588163404,2020-04-29 16:30:04
9112,691,Comment,1588164763,2020-04-29 16:52:43
9113,724,Like,1588164978,2020-04-29 16:56:18
9114,665,Emoticon,1588163784,2020-04-29 16:36:24
9115,636,Emoticon,1588167049,2020-04-29 17:30:49
9116,654,Comment,1588166213,2020-04-29 17:16:53
9117,660,Like,1588164350,2020-04-29 16:45:50
9118,71,Like,1588160817,2020-04-29 15:46:57
9119,642,Comment,1588163757,2020-04-29 16:35:57
9120,710,Like,1588167405,2020-04-29 17:36:45
9121,635,Like,1588162926,2020-04-29 16:22:06
9122,697,Like,1588163552,2020-04-29 16:32:32
9123,689,Comment,1588164121,2020-04-29 16:42:01
9124,684,Comment,1588165772,2020-04-29 17:09:32
9125,670,Like,1588164302,2020-04-29 16:45:02
9126,658,Like,1588163876,2020-04-29 16:37:56
9127,637,Emoticon,1588168405,2020-04-29 17:53:25
9128,640,Like,1588167113,2020-04-29 17:31:53
9129,676,Comment,1588166091,2020-04-29 17:14:51
9130,808,Emoticon,1588161045,2020-04-29 15:50:45
9131,660,Emoticon,1588163827,2020-04-29 16:37:07
9132,692,Like,1588163647,2020-04-29 16:34:07
9133,658,Emoticon,1588165299,2020-04-29 17:01:39
9134,703,Like,1588161828,2020-04-29 16:03:48
9135,702,Like,1588166371,2020-04-29 17:19:31
9136,687,Comment,1588166704,2020-04-29 17:25:04
9137,653,Like,1588166771,2020-04-29 17:26:11
9138,634,Emoticon,1588164770,2020-04-29 16:52:50
9139,652,Emoticon,1588165163,2020-04-29 16:59:23
9140,731,Like,1588164741,2020-04-29 16:52:21
9141,65,Like,1588163161,2020-04-29 16:26:01
9142,664,Comment,1588167061,2020-04-29 17:31:01
9143,658,Emoticon,1588165887,2020-04-29 17:11:27
9144,688,Emoticon,1588162793,2020-04-29 16:19:53
9145,695,Like,1588165140,2020-04-29 16:59:00
9146,670,Comment,1588167437,2020-04-29 17:37:17
9147,764,Emoticon,1588162996,2020-04-29 16:23:16
9148,75,Emoticon,1588166898,2020-04-29 17:28:18
9149,73,Comment,1588163077,2020-04-29 16:24:37
9150,691,Comment,1588164195,2020-04-29 16:43:15
9151,728,Like,1588166466,2020-04-29 17:21:06
9152,696,Comment,1588167252,2020-04-29 17:34:12
9153,729,Comment,1588166333,2020-04-29 17:18:53
9154,667,Like,1588163481,2020-04-29 16:31:21
9155,683,Comment,1588164331,2020-04-29 16:45:31
9156,660,Comment,1588165330,2020-04-29 17:02:10
9157,723,Like,1588164513,2020-04-29 16:48:33
9158,68,Like,1588169347,2020-04-29 18:09:07
9159,721,Comment,1588165060,2020-04-29 16:57:40
9160,729,Comment,1588165303,2020-04-29 17:01:43
9161,659,Comment,1588163890,2020-04-29 16:38:10
9162,637,Emoticon,1588161975,2020-04-29 16:06:15
9163,724,Comment,1588164191,2020-04-29 16:43:11
9164,75,Emoticon,1588164380,2020-04-29 16:46:20
9165,764,Emoticon,1588163275,2020-04-29 16:27:55
9166,725,Comment,1588164504,2020-04-29 16:48:24
9167,703,Like,1588165888,2020-04-29 17:11:28
9168,516,Like,1588166545,2020-04-29 17:22:25
9169,667,Like,1588164577,2020-04-29 16:49:37
